#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  61 145 Pm   0.50893   0.02449  -0.32255   0.06841  87  28   9   3  1.39720  0.49231  2.544E-02 *     0             3.037
  61 146 Pm   0.46533   0.02222  -0.99402   0.07014  79  44  14   1  0.92082  0.00000  3.679E-02 *     0             3.739
  61 147 Pm   0.42893   0.02056  -0.39431   0.06345 131  35  13   2  1.18600  0.09111  1.597E-02 *     0             2.946
  61 148 Pm   0.39899   0.01929  -0.71354   0.06369  44  38  19   1  0.74500  0.00000  1.261E-02 *     0             4.304
  61 149 Pm   0.37484   0.01826  -0.52258   0.05831  91  36  16  13  0.80864  0.46219  1.359E-02 *     0             3.035
  61 150 Pm   0.35590   0.01738  -0.73073   0.05056  61  24  14   1  0.38890  0.00000  3.653E-02 *     0             1.442
  61 151 Pm   0.34178   0.01663  -0.40500   0.05077 132  41  10   6  0.91431  0.25569  2.146E-02 *     0             3.297
  61 152 Pm   0.33225   0.01595   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  61 153 Pm   0.32711   0.01535  -0.30180   0.04102  79  15  14   5  0.58555  0.15070  8.517E-03       0             3.566
  61 154 Pm   0.32569   0.01481   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 155 Pm   0.32748   0.01437  -0.16883   0.03841  46  15  14   1  0.71460  0.00000  1.719E-02       0             3.702
  61 156 Pm   0.33212   0.01405   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  61 157 Pm   0.33940   0.01393   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  61 158 Pm   0.34912   0.01409   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  61 159 Pm   0.36111   0.01464   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 160 Pm   0.37516   0.01565   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  61 161 Pm   0.39093   0.01717   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  61 162 Pm   0.40794   0.01913   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 163 Pm   0.42545   0.02135   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 164 Pm   0.44240   0.02353   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 165 Pm   0.45740   0.02525   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 128 Sm   0.61433   0.03541   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 129 Sm   0.64577   0.03724   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 130 Sm   0.68259   0.03910   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  62 131 Sm   0.72429   0.04110   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 132 Sm   0.76976   0.04350   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  62 133 Sm   0.81697   0.04662  -1.02909   0.09593  24   9   7   1  0.76290  0.00000  7.039E-02   F   0             0.000
  62 134 Sm   0.86263   0.05079   0.00000   1.00000   7   1   1   7  0.00000  2.59400                  0             0.000
  62 135 Sm   0.90198   0.05591   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 136 Sm   0.92909   0.06113  -0.30464   0.12284  58   8   7   3  1.64096  0.68636  1.579E-02       0             0.000
  62 137 Sm   0.93780   0.06486  -0.84527   0.14291  61  12   7   1  1.44903  0.00000  6.726E-02   F   0             5.012
  62 138 Sm   0.92343   0.06536  -0.25910   0.13530  69   9   7   2  1.73259  0.34671  3.234E-02       0             0.000
  62 139 Sm   0.88459   0.06164  -1.26036   0.15586 107  22   7   2  1.45450  0.11192  1.055E-01   F   0             3.430
  62 140 Sm   0.82545   0.05442   0.14817   0.11532  71  10   7   4  2.08191  1.24583  8.298E-02   F   0             2.354
  62 141 Sm   0.75624   0.04604  -0.93237   0.11125  84  18   7   4  1.18040  0.38451  7.193E-02   F   0             2.953
  62 142 Sm   0.68577   0.03836   0.57815   0.09804  61  21   7   2  2.65600  0.76808  7.634E-02   F   0             2.503
  62 143 Sm   0.61954   0.03221   0.28311   0.08809 126  28   7   6  2.32910  1.36926  2.895E-02       0             2.542
  62 144 Sm   0.56030   0.02769   1.23230   0.07106 163  21   7   3  2.88301  1.81017  4.700E-02       0             2.435
  62 145 Sm   0.50893   0.02449   0.44135   0.06846 145  30   7  12  2.16030  1.72920  7.636E-02   F   0             2.998
  62 146 Sm   0.46533   0.02222   0.97477   0.05819 233  23   7   5  2.43907  1.64798  9.312E-03 *     0             2.652
  62 147 Sm   0.42893   0.02056  -0.11292   0.06411  98  40  11   4  1.55140  0.71662  1.784E-02 *     0             2.671
  62 148 Sm   0.39899   0.01929   0.80101   0.06030 290  49   7   5  2.44229  1.42446  2.234E-02 *     0             2.805
  62 149 Sm   0.37484   0.01826  -0.25587   0.05049 193  26   9   5  0.99460  0.35004  1.303E-02 *     0             2.909
  62 150 Sm   0.35590   0.01738   0.59071   0.04861 192  31   7  14  1.88330  1.50457  3.506E-02 *     0             2.785
  62 151 Sm   0.34178   0.01663  -0.72276   0.05617 236  42  20   4  0.53181  0.06970  1.562E-02 *     0             2.905
  62 152 Sm   0.33225   0.01595   0.33079   0.03862 212  17   7  13  1.31051  1.22164  2.306E-02 *     0             2.858
  62 153 Sm   0.32711   0.01535  -0.69882   0.05069 368  37  20   7  0.48109  0.09839  1.931E-02 *     0             3.052
  62 154 Sm   0.32569   0.01481   0.49109   0.03853 106  23   7  16  1.58450  1.44004  3.771E-02 *     0             3.357
  62 155 Sm   0.32748   0.01437  -0.42307   0.02886 145   8   7   8  0.25050  0.25050  6.189E-02   F   0             0.000
  62 156 Sm   0.33212   0.01405   0.27732   0.02906  50   9   7   4  1.02062  0.51707  1.434E-01   F   0             0.000
  62 157 Sm   0.33940   0.01393  -0.28342   0.02871  23   9   7   1  0.49000  0.00000  1.164E-01   F   0             0.000
  62 158 Sm   0.34912   0.01409   0.59837   0.02835  29   8   7   1  1.32230  0.00000  7.135E-03       0             0.000
  62 159 Sm   0.36111   0.01464   0.00000   1.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  62 160 Sm   0.37516   0.01565   0.00000   1.00000  16   1   1   5  0.00000  0.81690                  0             0.000
  62 161 Sm   0.39093   0.01717   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 162 Sm   0.40794   0.01913   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 163 Sm   0.42545   0.02135   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 164 Sm   0.44240   0.02353   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  62 165 Sm   0.45740   0.02525   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 166 Sm   0.46909   0.02613   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 167 Sm   0.47710   0.02616   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 168 Sm   0.48144   0.02552   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 130 Eu   0.68259   0.03910   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 131 Eu   0.72429   0.04110   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 132 Eu   0.76976   0.04350   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 133 Eu   0.81697   0.04662   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 134 Eu   0.86263   0.05079   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 135 Eu   0.90198   0.05591   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 136 Eu   0.92909   0.06113   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  63 137 Eu   0.93780   0.06486   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  63 138 Eu   0.92343   0.06536   0.00000   1.00000   1   1   1   1  0.10000  0.00000                  0             0.000
  63 139 Eu   0.88459   0.06164  -1.85867   0.17737  67  23  14   1  0.87693  0.00000  4.444E-02       0             4.798
  63 140 Eu   0.82545   0.05442  -1.68861   0.15456  76  38   7   3  1.22450  0.18530  3.036E-01   F   0             4.063
  63 141 Eu   0.75624   0.04604  -1.17106   0.12588  81  17  14   2  0.96765  0.09645  1.233E-02       0             3.994
  63 142 Eu   0.68577   0.03836  -1.14683   0.10127  97  25   7   1  1.00020  0.00000  2.811E-01   F   0             3.386
  63 143 Eu   0.61954   0.03221  -0.41945   0.08813 162  17  14   1  1.33124  0.00000  7.562E-03       0             3.620
  63 144 Eu   0.56030   0.02769  -0.46736   0.06991  35  21   7   4  1.20140  0.58040  6.435E-02   F   0             3.121
  63 145 Eu   0.50893   0.02449   0.35618   0.07042 276  22  14   6  1.91550  1.36800  4.149E-02       0             2.726
  63 146 Eu   0.46533   0.02222  -0.62840   0.04914  71  12   7   6  0.49813  0.31644  1.391E-01   F   0             3.150
  63 147 Eu   0.42893   0.02056   0.00622   0.06179 113  28  14   3  1.42130  0.62527  6.102E-02   F   0             3.322
  63 148 Eu   0.39899   0.01929  -0.03377   0.03875  73   8   7  15  0.81140  1.84110  5.942E-02   F   0             0.000
  63 149 Eu   0.37484   0.01826  -0.20308   0.05650 131  31  15   3  1.09758  0.45800  1.219E-02 *     0             2.889
  63 150 Eu   0.35590   0.01738  -0.60661   0.05682  90  36  19   2  0.68250  0.04170  1.082E-02 *     0             3.282
  63 151 Eu   0.34178   0.01663  -0.52261   0.04964 177  30  13   3  0.65440  0.19625  2.383E-02 *     0             2.955
  63 152 Eu   0.33225   0.01595  -1.01797   0.06358 196 149  14   8  0.64440  0.10811  5.119E-02 * F   0             3.327
  63 153 Eu   0.32711   0.01535  -0.43715   0.04477 169  44   7   7  0.79715  0.19307  9.232E-03 *     0             3.147
  63 154 Eu   0.32569   0.01481  -0.92739   0.05773 157 127  14   4  0.63580  0.08066  4.578E-02 *     0             3.281
  63 155 Eu   0.32748   0.01437  -0.21514   0.04497  82  64   7  20  1.38014  0.78522  5.705E-02 * F   0             3.929
  63 156 Eu   0.33212   0.01405  -0.68454   0.04176  33  27  14  24  0.38632  0.35344  3.934E-02 *     0             2.671
  63 157 Eu   0.33940   0.01393  -0.07446   0.03817  41  36   7   5  1.63500  0.26323  1.378E-01 * F   0             2.884
  63 158 Eu   0.34912   0.01409   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 159 Eu   0.36111   0.01464  -0.12029   0.03911  32  15  14  11  0.88700  0.57100  1.194E-01   F   0             3.381
  63 160 Eu   0.37516   0.01565   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  63 161 Eu   0.39093   0.01717   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 162 Eu   0.40794   0.01913   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 163 Eu   0.42545   0.02135   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 164 Eu   0.44240   0.02353   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 165 Eu   0.45740   0.02525   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 166 Eu   0.46909   0.02613   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 167 Eu   0.47710   0.02616   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 168 Eu   0.48144   0.02552   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 169 Eu   0.48234   0.02453   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 170 Eu   0.48021   0.02358   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 133 Gd   0.81697   0.04662   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 134 Gd   0.86263   0.05079   0.00000   1.00000   2   1   1   2  0.00000  0.11500                  0             0.000
  64 135 Gd   0.90198   0.05591   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 136 Gd   0.92909   0.06113   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 137 Gd   0.93780   0.06486   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 138 Gd   0.92343   0.06536   0.09601   0.14163  50  11   7   3  2.30010  0.60510  1.302E-01   F   0             4.811
  64 139 Gd   0.88459   0.06164  -0.80631   0.12645  51   9   7   1  1.25500  0.00000  1.976E-01   F   0             0.000
  64 140 Gd   0.82545   0.05442  -0.08700   0.10926  33   8   7   2  1.69340  0.32860  8.125E-02   F   0             0.000
  64 141 Gd   0.75624   0.04604  -1.06155   0.11243  66  19   7   1  1.13187  0.00000  8.276E-02   F   0             2.943
  64 142 Gd   0.68577   0.03836   0.57007   0.08859 124  14   7   2  2.34360  0.51520  4.005E-02       0             2.585
  64 143 Gd   0.61954   0.03221  -0.47629   0.06479  92   8   7   1  0.78790  0.00000  6.129E-02   F   0             0.000
  64 144 Gd   0.56030   0.02769   1.09249   0.06298  89  13   7   2  2.47160  0.74300  4.424E-02       0             2.990
  64 145 Gd   0.50893   0.02449   0.48747   0.04927 106   8   7   7  1.52500  1.49820  4.651E-02       0             0.000
  64 146 Gd   0.46533   0.02222   1.88247   0.06953 203  46   7  20  3.66005  3.31316  7.756E-02   F   0             3.346
  64 147 Gd   0.42893   0.02056   0.56268   0.05061 193  18   7   3  1.79720  1.15257  4.402E-02       0             3.281
  64 148 Gd   0.39899   0.01929   1.08520   0.03880 161   8   7   5  1.91297  1.81098  4.840E-03       0             0.000
  64 149 Gd   0.37484   0.01826   0.15942   0.03669 183   8   7   7  0.95581  0.87335  6.393E-02   F   0             0.000
  64 150 Gd   0.35590   0.01738   0.83876   0.03496 138   8   7   5  1.59243  1.28842  4.228E-02       0             0.000
  64 151 Gd   0.34178   0.01663  -0.15963   0.04395 108  25   7   6  0.93877  0.57562  1.045E-01   F   0             2.834
  64 152 Gd   0.33225   0.01595   0.60877   0.04816 233  43   7   9  2.01167  1.22737  3.687E-02 *     0             2.612
  64 153 Gd   0.32711   0.01535  -0.67697   0.05124 220  43  18   4  0.56395  0.09517  1.809E-02 *     0             2.849
  64 154 Gd   0.32569   0.01481   0.49451   0.04497 242  44   7  17  1.83661  1.39752  3.032E-02 *     0             3.208
  64 155 Gd   0.32748   0.01437  -0.60561   0.04570 248  40  14  29  0.61486  0.46388  1.594E-02 *     0             3.096
  64 156 Gd   0.33212   0.01405   0.44398   0.03417 266  17   7  25  1.36653  1.54019  1.778E-02 *     0             2.588
  64 157 Gd   0.33940   0.01393  -0.46321   0.04620 316  54  12   8  0.88793  0.27222  7.293E-03 *     0             3.360
  64 158 Gd   0.34912   0.01409   0.34669   0.03795 220  26   7  22  1.48142  1.40670  1.207E-02 *     0             3.354
  64 159 Gd   0.36111   0.01464  -0.47995   0.03986 348  36   7  23  0.88063  0.71038  4.608E-02 *     0             2.787
  64 160 Gd   0.37516   0.01565   0.22106   0.05021 130  55   7   5  1.72048  0.86860  4.938E-03 *     0             3.378
  64 161 Gd   0.39093   0.01717  -0.39131   0.03867  52  13   7  16  0.60400  0.75300  7.321E-02   F   0             2.879
  64 162 Gd   0.40794   0.01913   0.15078   0.03845  22   8   7   6  1.01500  0.86400  5.366E-02   F   0             0.000
  64 163 Gd   0.42545   0.02135   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 164 Gd   0.44240   0.02353   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  64 165 Gd   0.45740   0.02525   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 166 Gd   0.46909   0.02613   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  64 167 Gd   0.47710   0.02616   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 168 Gd   0.48144   0.02552   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 169 Gd   0.48234   0.02453   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 170 Gd   0.48021   0.02358   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 171 Gd   0.47557   0.02300   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 172 Gd   0.46901   0.02294   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 135 Tb   0.90198   0.05591   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 136 Tb   0.92909   0.06113   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 137 Tb   0.93780   0.06486   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 138 Tb   0.92343   0.06536   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 139 Tb   0.88459   0.06164   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 140 Tb   0.82545   0.05442   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 141 Tb   0.75624   0.04604   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  65 142 Tb   0.68577   0.03836  -0.84229   0.08430  36  12   7   1  0.85190  0.00000  4.812E-02       0             4.458
  65 143 Tb   0.61954   0.03221   0.15418   0.08613 106  15  14   1  1.81160  0.00000  3.448E-02       0             5.729
  65 144 Tb   0.56030   0.02769  -0.64795   0.05728  32   9   7   1  0.54450  0.00000  9.058E-02   F   0             0.000
  65 145 Tb   0.50893   0.02449   0.82157   0.06545  57  15  14   1  2.22651  0.00000  4.928E-02       0             5.010
  65 146 Tb   0.46533   0.02222  -0.62042   0.05352  89  18   7   9  0.68214  0.38465  9.905E-02   F   0             2.312
  65 147 Tb   0.42893   0.02056   0.48271   0.05857 192  21  14   1  1.77586  0.00000  3.715E-02       0             3.273
  65 148 Tb   0.39899   0.01929  -0.51632   0.04278  83  12   7   1  0.42580  0.00000  1.867E-01   F   0             4.047
  65 149 Tb   0.37484   0.01826  -0.13095   0.04881 105  15  14   2  0.87256  0.03578  4.669E-02       0             3.152
  65 150 Tb   0.35590   0.01738   0.73033   0.03490  63   8   7   1  1.57350  0.00000  3.140E-01   F   0             0.000
  65 151 Tb   0.34178   0.01663  -0.06821   0.04599 151  18  14   2  0.91778  0.02292  2.552E-02       0             2.948
  65 152 Tb   0.33225   0.01595  -0.12012   0.03201  72   8   7   9  0.60030  0.80610  1.554E-01   F   0             0.000
  65 153 Tb   0.32711   0.01535  -0.43525   0.04396 168  22  14   4  0.57195  0.16318  1.028E-01   F   0             3.207
  65 154 Tb   0.32569   0.01481   0.00000   1.00000   3   1   1   2  0.13000  0.20000                  0             0.000
  65 155 Tb   0.32748   0.01437  -0.37246   0.04034 163  29   9  14  0.76680  0.49864  2.178E-02 *     0             3.307
  65 156 Tb   0.33212   0.01405  -0.51285   0.04192  69  29  14   3  0.69500  0.08700  5.919E-02 * F   0             4.598
  65 157 Tb   0.33940   0.01393  -0.30255   0.04208 131  41   9  13  0.99170  0.53198  1.889E-02 *     0             3.663
  65 158 Tb   0.34912   0.01409  -0.71842   0.04774 111  57  14  13  0.69300  0.24200  1.800E-02 *     0             3.718
  65 159 Tb   0.36111   0.01464  -0.37988   0.03516  67  17   7   9  0.61762  0.42820  3.337E-02 *     0             2.946
  65 160 Tb   0.37516   0.01565  -0.87095   0.05371 120  51  19   4  0.59867  0.07887  1.196E-02 *     0             2.571
  65 161 Tb   0.39093   0.01717  -0.40067   0.04137  76  17   7  15  0.69800  0.60200  4.208E-02 *     0             2.669
  65 162 Tb   0.40794   0.01913  -0.33692   0.05928  40  36  14   1  1.38700  0.00000  7.772E-02 * F   0             3.593
  65 163 Tb   0.42545   0.02135  -0.39752   0.05141  33  18   7  10  0.98700  0.55200  5.584E-02 * F   0             2.769
  65 164 Tb   0.44240   0.02353   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 165 Tb   0.45740   0.02525   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 166 Tb   0.46909   0.02613   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  65 167 Tb   0.47710   0.02616   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 168 Tb   0.48144   0.02552   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 169 Tb   0.48234   0.02453   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 170 Tb   0.48021   0.02358   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 171 Tb   0.47557   0.02300   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 172 Tb   0.46901   0.02294   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 173 Tb   0.46114   0.02334   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 174 Tb   0.45253   0.02401   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 138 Dy   0.92343   0.06536   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 139 Dy   0.88459   0.06164   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 140 Dy   0.82545   0.05442   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  66 141 Dy   0.75624   0.04604   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 142 Dy   0.68577   0.03836   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  66 143 Dy   0.61954   0.03221  -0.79345   0.06474  82   8   7   1  0.47180  0.00000  7.504E-02   F   0             0.000
  66 144 Dy   0.56030   0.02769   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  66 145 Dy   0.50893   0.02449   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  66 146 Dy   0.46533   0.02222   1.69572   0.04839  75  11   7   5  2.80740  2.28124  8.545E-02   F   0             3.869
  66 147 Dy   0.42893   0.02056   0.88430   0.04251  21   9   7   1  1.92460  0.00000  1.619E-01   F   0             0.000
  66 148 Dy   0.39899   0.01929   1.98028   0.03997  57   9   7   8  2.85390  2.83220  3.090E-02       0             0.000
  66 149 Dy   0.37484   0.01826   0.79596   0.04305  81  15   7   1  1.78220  0.00000  4.920E-02       0             2.855
  66 150 Dy   0.35590   0.01738   1.23668   0.03600 368   9   7   2  2.05131  0.80364  6.980E-02   F   0             0.000
  66 151 Dy   0.34178   0.01663   0.23893   0.04090  90  18   7   1  1.22169  0.00000  6.395E-02   F   0             2.869
  66 152 Dy   0.33225   0.01595   0.99339   0.03539 184  12   7   4  1.94460  1.26120  2.498E-01   F   0             2.514
  66 153 Dy   0.32711   0.01535  -0.08695   0.03088 134   8   7   1  0.57687  0.00000  9.284E-02   F   0             0.000
  66 154 Dy   0.32569   0.01481   0.50030   0.03218 202  11   7  20  1.33419  1.74721  1.406E-01   F   0             2.348
  66 155 Dy   0.32748   0.01437  -0.54649   0.03965 171  33   7  14  0.59400  0.32541  2.510E-01   F   0             2.815
  66 156 Dy   0.33212   0.01405   0.32856   0.02977 317  10   7  14  1.16847  1.36836  2.032E-01   F   0             2.545
  66 157 Dy   0.33940   0.01393  -0.57650   0.04027 205  40   7   7  0.67200  0.21117  2.643E-01   F   0             3.268
  66 158 Dy   0.34912   0.01409   0.41171   0.03781 142  26   7  13  1.55900  1.31478  2.478E-02 *     0             3.278
  66 159 Dy   0.36111   0.01464  -0.54052   0.04470 128  31  14  11  0.69960  0.36106  1.622E-02 *     0             3.571
  66 160 Dy   0.37516   0.01565   0.29005   0.04687 247  41   7   4  1.67610  0.58107  1.314E-02 *     0             3.328
  66 161 Dy   0.39093   0.01717  -0.70987   0.06098 185  59  19  21  0.87849  0.50772  5.559E-03 *     0             3.566
  66 162 Dy   0.40794   0.01913   0.24532   0.05755 275  42   7  39  1.76737  1.75188  6.978E-03 *     0             3.624
  66 163 Dy   0.42545   0.02135  -0.72003   0.07597 352  57  20   7  0.99950  0.33654  5.885E-03 *     0             3.311
  66 164 Dy   0.44240   0.02353   0.00862   0.05672 192  17   7  13  1.30191  1.15357  1.343E-02 *     0             3.873
  66 165 Dy   0.45740   0.02525  -0.78816   0.07677 173  35  12   9  0.83450  0.29768  1.807E-02 *     0             2.782
  66 166 Dy   0.46909   0.02613  -0.00757   0.06497  38  19   7   4  1.35100  0.52697  1.607E-02 *     0             3.403
  66 167 Dy   0.47710   0.02616   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  66 168 Dy   0.48144   0.02552   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  66 169 Dy   0.48234   0.02453   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 170 Dy   0.48021   0.02358   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  66 171 Dy   0.47557   0.02300   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 172 Dy   0.46901   0.02294   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 173 Dy   0.46114   0.02334   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 174 Dy   0.45253   0.02401   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 175 Dy   0.44370   0.02470   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 176 Dy   0.43513   0.02521   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 140 Ho   0.82545   0.05442   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 141 Ho   0.75624   0.04604   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  67 142 Ho   0.68577   0.03836   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 143 Ho   0.61954   0.03221   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  67 144 Ho   0.56030   0.02769   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  67 145 Ho   0.50893   0.02449   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  67 146 Ho   0.46533   0.02222   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 147 Ho   0.42893   0.02056   1.52419   0.05497  92  15  14   1  2.68710  0.00000  2.731E-03       0             7.203
  67 148 Ho   0.39899   0.01929  -0.38627   0.04080  27  10   7   1  0.52500  0.00000  5.685E-02   F   0             2.535
  67 149 Ho   0.37484   0.01826   0.62310   0.04880  82  15  14   1  1.64890  0.00000  3.128E-02       0             4.131
  67 150 Ho   0.35590   0.01738   0.42032   0.03497  39   8   7   1  1.15201  0.00000  3.083E-02       0             0.000
  67 151 Ho   0.34178   0.01663   0.25106   0.04443  66  15  14   1  1.20210  0.00000  9.470E-02   F   0             2.844
  67 152 Ho   0.33225   0.01595   0.51997   0.03274  61   9   7   3  1.50344  0.17940  7.452E-01   F   0             0.000
  67 153 Ho   0.32711   0.01535   0.40498   0.04100  53  15  14   2  1.35930  0.06870  2.468E-01   F   0             4.336
